Neighvana, sprinter, 9077.474699999999, 15142.6251
Spray Tan, steady, 13121.7417, 24226.1047
Spray Tan, sprinter, 7055.0993, 13121.7417
Chillhooves, steady, 7055.0993, 14132.452
Chillhooves, sprinter, 5044.9971, 10086.1207
Sad horse, steady, 13121.7417, 24226.1047
Sad horse, sprinter, 8063.8896, 15142.6251
10, steady, 18176.0885, 33312.4844
10, sprinter, 3019.7683, 6053.150299999999
11, steady, 10086.1207, 20194.0717
11, sprinter, 4034.8363000000004, 8063.8896
12, steady, 13121.7417, 24226.1047
12, sprinter, 5044.9971, 9077.474699999999
13, steady, 18176.0885, 34326.2295
13, sprinter, 4034.8363000000004, 7055.0993
14, steady, 8063.8896, 15142.6251
14, sprinter, 3019.7683, 6053.150299999999
