name,behavior,time_500,time_1000,time_1500,time_2000
10, finisher, 8070.993100000001, 13119.2636, 18155.9941, 23191.2431
10, frontrunner, 4036.3056999999994, 9081.372899999998, 16146.9875, 34284.0794
11, steady, 12110.2029, 23191.2431, 34284.0794, 44382.2105
11, sprinter, 5046.5315, 8070.993100000001, 12110.2029, 15138.051899999999
11, finisher, 7061.107800000001, 12110.2029, 17148.9693, 24199.9628
11, frontrunner, 3022.4046, 7061.107800000001, 11101.2326, 16146.9875
12, steady, 11101.2326, 20174.3124, 30253.3062, 40352.2226
12, sprinter, 6050.3853, 16146.9875, 27232.0415, 32260.099299999998
12, finisher, 6050.3853, 10094.0281, 13119.2636, 16146.9875
12, frontrunner, 4036.3056999999994, 8070.993100000001, 13119.2636, 25209.0436
13, steady, 10094.0281, 18155.9941, 26220.9308, 35292.6887
13, sprinter, 4036.3056999999994, 9081.372899999998, 12110.2029, 15138.051899999999
13, finisher, 8070.993100000001, 14131.225999999999, 19159.9218, 25209.0436
13, frontrunner, 3022.4046, 7061.107800000001, 11101.2326, 16146.9875
14, steady, 12110.2029, 23191.2431, 33269.7088, 44382.2105
14, sprinter, 4036.3056999999994, 8070.993100000001, 11101.2326, 14131.225999999999
14, finisher, 7061.107800000001, 12110.2029, 17148.9693, 26220.9308
14, frontrunner, 4036.3056999999994, 9081.372899999998, 14131.225999999999, 21180.0778
Thunder Dash, steady, 8070.993100000001, 15138.051899999999, 22183.230799999998, 28243.1709
Thunder Dash, sprinter, 9081.372899999998, 16146.9875, 22183.230799999998, 28243.1709
Thunder Dash, finisher, 7061.107800000001, 11101.2326, 14131.225999999999, 17148.9693
Thunder Dash, frontrunner, 3022.4046, 6050.3853, 11101.2326, 16146.9875
Steady Star, steady, 5046.5315, 10094.0281, 14131.225999999999, 19159.9218
Steady Star, sprinter, 9081.372899999998, 15138.051899999999, 21180.0778, 26220.9308
Steady Star, finisher, 6050.3853, 10094.0281, 12110.2029, 15138.051899999999
Steady Star, frontrunner, 3022.4046, 7061.107800000001, 10094.0281, 14131.225999999999
Final Sprint, steady, 8070.993100000001, 14131.225999999999, 21180.0778, 27232.0415
Final Sprint, sprinter, 6050.3853, 11101.2326, 15138.051899999999, 19159.9218
Final Sprint, finisher, 9081.372899999998, 14131.225999999999, 17148.9693, 20174.3124
Final Sprint, frontrunner, 3022.4046, 6050.3853, 10094.0281, 15138.051899999999
Early Bird, steady, 14131.225999999999, 26220.9308, 37315.2105, 49431.2018
Early Bird, sprinter, 7061.107800000001, 13119.2636, 16146.9875, 21180.0778
Early Bird, finisher, 9081.372899999998, 14131.225999999999, 18155.9941, 22183.230799999998
Early Bird, frontrunner, 3022.4046, 6050.3853, 10094.0281, 17148.9693
Maximillion, steady, 10094.0281, 19159.9218, 27232.0415, 35292.6887
Maximillion, sprinter, 6050.3853, 10094.0281, 12110.2029, 13119.2636
Maximillion, finisher, 5046.5315, 9081.372899999998, 12110.2029, 14131.225999999999
Maximillion, frontrunner, 4036.3056999999994, 7061.107800000001, 12110.2029, 18155.9941
Oreo Milkshake, steady, 14131.225999999999, 25209.0436, 36299.8183, 48418.2411
Oreo Milkshake, sprinter, 7061.107800000001, 12110.2029, 17148.9693, 22183.230799999998
Oreo Milkshake, finisher, 9081.372899999998, 14131.225999999999, 18155.9941, 22183.230799999998
Oreo Milkshake, frontrunner, 3022.4046, 7061.107800000001, 11101.2326, 18155.9941
Neighvana, steady, 12110.2029, 23191.2431, 33269.7088, 42369.2199
Neighvana, sprinter, 12110.2029, 20174.3124, 27232.0415, 33269.7088
Neighvana, finisher, 7061.107800000001, 12110.2029, 15138.051899999999, 19159.9218
Neighvana, frontrunner, 3022.4046, 7061.107800000001, 11101.2326, 17148.9693
Spray Tan, steady, 8070.993100000001, 14131.225999999999, 21180.0778, 27232.0415
Spray Tan, sprinter, 5046.5315, 10094.0281, 14131.225999999999, 18155.9941
Spray Tan, finisher, 6050.3853, 10094.0281, 14131.225999999999, 17148.9693
Spray Tan, frontrunner, 3022.4046, 6050.3853, 10094.0281, 15138.051899999999
Chillhooves, steady, 8070.993100000001, 15138.051899999999, 22183.230799999998, 29251.233
Chillhooves, sprinter, 5046.5315, 9081.372899999998, 13119.2636, 17148.9693
Chillhooves, finisher, 6050.3853, 10094.0281, 13119.2636, 16146.9875
Chillhooves, frontrunner, 3022.4046, 6050.3853, 11101.2326, 17148.9693
Sad horse, steady, 17148.9693, 33269.7088, 48418.2411, 65577.15560000001
Sad horse, sprinter, 6050.3853, 10094.0281, 15138.051899999999, 19159.9218
Sad horse, finisher, 7061.107800000001, 12110.2029, 16146.9875, 20174.3124
Sad horse, frontrunner, 3022.4046, 7061.107800000001, 13119.2636, 23191.2431
10, steady, 13119.2636, 25209.0436, 37315.2105, 50437.4681
10, sprinter, 5046.5315, 8070.993100000001, 13119.2636, 18155.9941
10, finisher, 9081.372899999998, 14131.225999999999, 19159.9218, 24199.9628
10, frontrunner, 3022.4046, 7061.107800000001, 11101.2326, 16146.9875
11, steady, 8070.993100000001, 16146.9875, 23191.2431, 30253.3062
11, sprinter, 5046.5315, 8070.993100000001, 11101.2326, 13119.2636
11, finisher, 7061.107800000001, 12110.2029, 15138.051899999999, 19159.9218
11, frontrunner, 5046.5315, 11101.2326, 18155.9941, 36299.8183
12, steady, 15138.051899999999, 27232.0415, 40352.2226, 53467.545099999996
12, sprinter, 4036.3056999999994, 10094.0281, 16146.9875, 20174.3124
12, finisher, 6050.3853, 10094.0281, 13119.2636, 16146.9875
12, frontrunner, 5046.5315, 10094.0281, 17148.9693, 27232.0415
13, steady, 9081.372899999998, 16146.9875, 23191.2431, 31258.2092
13, sprinter, 4036.3056999999994, 8070.993100000001, 12110.2029, 16146.9875
13, finisher, 6050.3853, 11101.2326, 15138.051899999999, 19159.9218
13, frontrunner, 3022.4046, 7061.107800000001, 11101.2326, 15138.051899999999
14, steady, 12110.2029, 22183.230799999998, 31258.2092, 41357.9188
14, sprinter, 3022.4046, 7061.107800000001, 10094.0281, 12110.2029
14, finisher, 8070.993100000001, 13119.2636, 19159.9218, 25209.0436
14, frontrunner, 4036.3056999999994, 9081.372899999998, 15138.051899999999, 22183.230799999998
Thunder Dash, steady, 15138.051899999999, 28243.1709, 40352.2226, 53467.545099999996
Thunder Dash, sprinter, 6050.3853, 12110.2029, 16146.9875, 21180.0778
Thunder Dash, finisher, 8070.993100000001, 13119.2636, 17148.9693, 20174.3124
Thunder Dash, frontrunner, 3022.4046, 6050.3853, 10094.0281, 16146.9875
Steady Star, steady, 7061.107800000001, 13119.2636, 19159.9218, 25209.0436
Steady Star, sprinter, 9081.372899999998, 15138.051899999999, 21180.0778, 26220.9308
Steady Star, finisher, 6050.3853, 10094.0281, 13119.2636, 15138.051899999999
Steady Star, frontrunner, 3022.4046, 7061.107800000001, 10094.0281, 14131.225999999999
Final Sprint, steady, 7061.107800000001, 14131.225999999999, 20174.3124, 26220.9308
Final Sprint, sprinter, 7061.107800000001, 12110.2029, 17148.9693, 22183.230799999998
Final Sprint, finisher, 6050.3853, 10094.0281, 12110.2029, 15138.051899999999
Final Sprint, frontrunner, 3022.4046, 6050.3853, 10094.0281, 15138.051899999999
Early Bird, steady, 12110.2029, 23191.2431, 33269.7088, 43371.2435
Early Bird, sprinter, 7061.107800000001, 13119.2636, 17148.9693, 22183.230799999998
Early Bird, finisher, 5046.5315, 9081.372899999998, 12110.2029, 15138.051899999999
Early Bird, frontrunner, 3022.4046, 7061.107800000001, 11101.2326, 18155.9941
Maximillion, steady, 11101.2326, 20174.3124, 29251.233, 37315.2105
Maximillion, sprinter, 9081.372899999998, 15138.051899999999, 21180.0778, 26220.9308
Maximillion, finisher, 7061.107800000001, 12110.2029, 15138.051899999999, 18155.9941
Maximillion, frontrunner, 3022.4046, 6050.3853, 10094.0281, 16146.9875
Oreo Milkshake, steady, 6050.3853, 12110.2029, 17148.9693, 22183.230799999998
Oreo Milkshake, sprinter, 7061.107800000001, 13119.2636, 18155.9941, 22183.230799999998
Oreo Milkshake, finisher, 6050.3853, 10094.0281, 13119.2636, 16146.9875
Oreo Milkshake, frontrunner, 3022.4046, 7061.107800000001, 12110.2029, 18155.9941
Neighvana, steady, 7061.107800000001, 14131.225999999999, 20174.3124, 27232.0415
Neighvana, sprinter, 9081.372899999998, 16146.9875, 22183.230799999998, 27232.0415
Neighvana, finisher, 9081.372899999998, 14131.225999999999, 18155.9941, 22183.230799999998
Neighvana, frontrunner, 4036.3056999999994, 7061.107800000001, 12110.2029, 18155.9941
Spray Tan, steady, 10094.0281, 18155.9941, 26220.9308, 34284.0794
Spray Tan, sprinter, 9081.372899999998, 16146.9875, 22183.230799999998, 27232.0415
Spray Tan, finisher, 6050.3853, 10094.0281, 13119.2636, 17148.9693
Spray Tan, frontrunner, 3022.4046, 6050.3853, 10094.0281, 16146.9875
Chillhooves, steady, 7061.107800000001, 13119.2636, 19159.9218, 24199.9628
Chillhooves, sprinter, 7061.107800000001, 11101.2326, 15138.051899999999, 20174.3124
Chillhooves, finisher, 5046.5315, 9081.372899999998, 12110.2029, 15138.051899999999
Chillhooves, frontrunner, 3022.4046, 7061.107800000001, 12110.2029, 20174.3124
Sad horse, steady, 14131.225999999999, 27232.0415, 40352.2226, 53467.545099999996
Sad horse, sprinter, 5046.5315, 9081.372899999998, 13119.2636, 17148.9693
Sad horse, finisher, 6050.3853, 11101.2326, 14131.225999999999, 18155.9941
Sad horse, frontrunner, 3022.4046, 7061.107800000001, 12110.2029, 22183.230799999998
10, steady, 14131.225999999999, 26220.9308, 38326.733, 51445.013699999996
10, sprinter, 5046.5315, 10094.0281, 15138.051899999999, 21180.0778
10, finisher, 7061.107800000001, 12110.2029, 15138.051899999999, 19159.9218
10, frontrunner, 5046.5315, 10094.0281, 17148.9693, 28243.1709
11, steady, 10094.0281, 19159.9218, 28243.1709, 36299.8183
11, sprinter, 6050.3853, 11101.2326, 16146.9875, 19159.9218
11, finisher, 6050.3853, 10094.0281, 14131.225999999999, 17148.9693
11, frontrunner, 4036.3056999999994, 9081.372899999998, 15138.051899999999, 28243.1709
12, steady, 19159.9218, 36299.8183, 54471.184, 74656.9525
12, sprinter, 6050.3853, 10094.0281, 14131.225999999999, 19159.9218
12, finisher, 7061.107800000001, 11101.2326, 15138.051899999999, 20174.3124
12, frontrunner, 4036.3056999999994, 8070.993100000001, 12110.2029, 20174.3124
13, steady, 9081.372899999998, 17148.9693, 24199.9628, 32260.099299999998
13, sprinter, 4036.3056999999994, 8070.993100000001, 13119.2636, 18155.9941
13, finisher, 9081.372899999998, 15138.051899999999, 20174.3124, 28243.1709
13, frontrunner, 4036.3056999999994, 8070.993100000001, 13119.2636, 20174.3124
14, steady, 20174.3124, 38326.733, 57512.7484, 80716.90990000001
14, sprinter, 4036.3056999999994, 7061.107800000001, 10094.0281, 13119.2636
14, finisher, 7061.107800000001, 12110.2029, 18155.9941, 28243.1709
14, frontrunner, 6050.3853, 11101.2326, 18155.9941, 26220.9308
Thunder Dash, steady, 15138.051899999999, 29251.233, 41357.9188, 55485.2535
Thunder Dash, sprinter, 6050.3853, 10094.0281, 15138.051899999999, 19159.9218
Thunder Dash, finisher, 5046.5315, 9081.372899999998, 12110.2029, 15138.051899999999
Thunder Dash, frontrunner, 3022.4046, 6050.3853, 11101.2326, 16146.9875
Steady Star, steady, 9081.372899999998, 17148.9693, 24199.9628, 31258.2092
Steady Star, sprinter, 8070.993100000001, 14131.225999999999, 19159.9218, 24199.9628
Steady Star, finisher, 6050.3853, 10094.0281, 13119.2636, 15138.051899999999
Steady Star, frontrunner, 3022.4046, 6050.3853, 9081.372899999998, 13119.2636
Final Sprint, steady, 12110.2029, 23191.2431, 33269.7088, 43371.2435
Final Sprint, sprinter, 6050.3853, 10094.0281, 15138.051899999999, 19159.9218
Final Sprint, finisher, 6050.3853, 9081.372899999998, 12110.2029, 14131.225999999999
Final Sprint, frontrunner, 3022.4046, 6050.3853, 9081.372899999998, 14131.225999999999
Early Bird, steady, 11101.2326, 21180.0778, 30253.3062, 39339.9396
Early Bird, sprinter, 8070.993100000001, 13119.2636, 19159.9218, 24199.9628
Early Bird, finisher, 6050.3853, 10094.0281, 13119.2636, 16146.9875
Early Bird, frontrunner, 3022.4046, 6050.3853, 10094.0281, 16146.9875
Maximillion, steady, 12110.2029, 21180.0778, 30253.3062, 39339.9396
Maximillion, sprinter, 4036.3056999999994, 10094.0281, 14131.225999999999, 18155.9941
Maximillion, finisher, 6050.3853, 10094.0281, 14131.225999999999, 17148.9693
Maximillion, frontrunner, 3022.4046, 6050.3853, 10094.0281, 16146.9875
Oreo Milkshake, steady, 8070.993100000001, 15138.051899999999, 21180.0778, 28243.1709
Oreo Milkshake, sprinter, 6050.3853, 11101.2326, 15138.051899999999, 19159.9218
Oreo Milkshake, finisher, 9081.372899999998, 14131.225999999999, 17148.9693, 21180.0778
Oreo Milkshake, frontrunner, 4036.3056999999994, 8070.993100000001, 13119.2636, 20174.3124
Neighvana, steady, 13119.2636, 24199.9628, 34284.0794, 44382.2105
Neighvana, sprinter, 12110.2029, 20174.3124, 27232.0415, 34284.0794
Neighvana, finisher, 7061.107800000001, 11101.2326, 14131.225999999999, 17148.9693
Neighvana, frontrunner, 3022.4046, 6050.3853, 10094.0281, 14131.225999999999
Spray Tan, steady, 9081.372899999998, 17148.9693, 25209.0436, 33269.7088
Spray Tan, sprinter, 9081.372899999998, 16146.9875, 21180.0778, 27232.0415
Spray Tan, finisher, 7061.107800000001, 11101.2326, 14131.225999999999, 17148.9693
Spray Tan, frontrunner, 3022.4046, 6050.3853, 9081.372899999998, 15138.051899999999
Chillhooves, steady, 8070.993100000001, 15138.051899999999, 21180.0778, 27232.0415
Chillhooves, sprinter, 6050.3853, 11101.2326, 15138.051899999999, 19159.9218
Chillhooves, finisher, 6050.3853, 10094.0281, 14131.225999999999, 17148.9693
Chillhooves, frontrunner, 3022.4046, 7061.107800000001, 12110.2029, 20174.3124
Sad horse, steady, 13119.2636, 25209.0436, 37315.2105, 49431.2018
Sad horse, sprinter, 5046.5315, 10094.0281, 14131.225999999999, 18155.9941
Sad horse, finisher, 6050.3853, 9081.372899999998, 13119.2636, 16146.9875
Sad horse, frontrunner, 3022.4046, 6050.3853, 10094.0281, 16146.9875
10, steady, 11101.2326, 21180.0778, 31258.2092, 41357.9188
10, sprinter, 6050.3853, 12110.2029, 17148.9693, 23191.2431
10, finisher, 6050.3853, 10094.0281, 14131.225999999999, 20174.3124
10, frontrunner, 4036.3056999999994, 8070.993100000001, 13119.2636, 21180.0778
11, steady, 11101.2326, 20174.3124, 29251.233, 37315.2105
11, sprinter, 4036.3056999999994, 7061.107800000001, 11101.2326, 15138.051899999999
11, finisher, 6050.3853, 10094.0281, 14131.225999999999, 20174.3124
11, frontrunner, 3022.4046, 7061.107800000001, 11101.2326, 16146.9875
12, steady, 21180.0778, 39339.9396, 59519.064099999996, 83741.9575
12, sprinter, 6050.3853, 9081.372899999998, 13119.2636, 16146.9875
12, finisher, 7061.107800000001, 12110.2029, 18155.9941, 25209.0436
12, frontrunner, 4036.3056999999994, 9081.372899999998, 15138.051899999999, 23191.2431
13, steady, 24199.9628, 46397.1687, 70625.2584, 101865.73920000001
13, sprinter, 4036.3056999999994, 6050.3853, 10094.0281, 12110.2029
13, finisher, 7061.107800000001, 12110.2029, 17148.9693, 24199.9628
13, frontrunner, 4036.3056999999994, 8070.993100000001, 14131.225999999999, 21180.0778
14, steady, 9081.372899999998, 16146.9875, 24199.9628, 31258.2092
14, sprinter, 5046.5315, 9081.372899999998, 12110.2029, 16146.9875
14, finisher, 10094.0281, 16146.9875, 21180.0778, 27232.0415
14, frontrunner, 5046.5315, 10094.0281, 18155.9941, 31258.2092
Thunder Dash, steady, 12110.2029, 22183.230799999998, 31258.2092, 41357.9188
Thunder Dash, sprinter, 11101.2326, 16146.9875, 23191.2431, 29251.233
Thunder Dash, finisher, 9081.372899999998, 14131.225999999999, 18155.9941, 21180.0778
Thunder Dash, frontrunner, 3022.4046, 7061.107800000001, 12110.2029, 18155.9941
Steady Star, steady, 7061.107800000001, 13119.2636, 18155.9941, 24199.9628
Steady Star, sprinter, 7061.107800000001, 13119.2636, 17148.9693, 21180.0778
Steady Star, finisher, 5046.5315, 9081.372899999998, 11101.2326, 13119.2636
Steady Star, frontrunner, 4036.3056999999994, 7061.107800000001, 12110.2029, 16146.9875
Final Sprint, steady, 10094.0281, 19159.9218, 27232.0415, 35292.6887
Final Sprint, sprinter, 7061.107800000001, 14131.225999999999, 20174.3124, 26220.9308
Final Sprint, finisher, 8070.993100000001, 13119.2636, 16146.9875, 18155.9941
Final Sprint, frontrunner, 3022.4046, 6050.3853, 10094.0281, 15138.051899999999
Early Bird, steady, 6050.3853, 12110.2029, 17148.9693, 23191.2431
Early Bird, sprinter, 6050.3853, 11101.2326, 15138.051899999999, 20174.3124
Early Bird, finisher, 6050.3853, 10094.0281, 13119.2636, 16146.9875
Early Bird, frontrunner, 3022.4046, 6050.3853, 10094.0281, 16146.9875
Maximillion, steady, 6050.3853, 11101.2326, 15138.051899999999, 20174.3124
Maximillion, sprinter, 7061.107800000001, 12110.2029, 17148.9693, 21180.0778
Maximillion, finisher, 9081.372899999998, 14131.225999999999, 17148.9693, 21180.0778
Maximillion, frontrunner, 3022.4046, 6050.3853, 10094.0281, 15138.051899999999
Oreo Milkshake, steady, 7061.107800000001, 13119.2636, 18155.9941, 24199.9628
Oreo Milkshake, sprinter, 6050.3853, 11101.2326, 16146.9875, 20174.3124
Oreo Milkshake, finisher, 7061.107800000001, 12110.2029, 15138.051899999999, 19159.9218
Oreo Milkshake, frontrunner, 3022.4046, 6050.3853, 10094.0281, 16146.9875
Neighvana, steady, 6050.3853, 12110.2029, 18155.9941, 23191.2431
Neighvana, sprinter, 6050.3853, 10094.0281, 15138.051899999999, 19159.9218
Neighvana, finisher, 9081.372899999998, 14131.225999999999, 18155.9941, 21180.0778
Neighvana, frontrunner, 3022.4046, 6050.3853, 10094.0281, 15138.051899999999
Spray Tan, steady, 7061.107800000001, 13119.2636, 20174.3124, 26220.9308
Spray Tan, sprinter, 6050.3853, 11101.2326, 15138.051899999999, 19159.9218
Spray Tan, finisher, 6050.3853, 10094.0281, 13119.2636, 16146.9875
Spray Tan, frontrunner, 3022.4046, 6050.3853, 11101.2326, 17148.9693
Chillhooves, steady, 13119.2636, 23191.2431, 33269.7088, 44382.2105
Chillhooves, sprinter, 5046.5315, 8070.993100000001, 12110.2029, 15138.051899999999
Chillhooves, finisher, 7061.107800000001, 11101.2326, 15138.051899999999, 18155.9941
Chillhooves, frontrunner, 3022.4046, 7061.107800000001, 12110.2029, 19159.9218
Sad horse, steady, 11101.2326, 20174.3124, 30253.3062, 39339.9396
Sad horse, sprinter, 9081.372899999998, 16146.9875, 22183.230799999998, 28243.1709
Sad horse, finisher, 10094.0281, 15138.051899999999, 19159.9218, 23191.2431
Sad horse, frontrunner, 3022.4046, 6050.3853, 11101.2326, 19159.9218
10, steady, 14131.225999999999, 25209.0436, 36299.8183, 47407.1192
10, sprinter, 4036.3056999999994, 9081.372899999998, 14131.225999999999, 17148.9693
10, finisher, 10094.0281, 17148.9693, 21180.0778, 26220.9308
10, frontrunner, 4036.3056999999994, 8070.993100000001, 13119.2636, 21180.0778
11, steady, 11101.2326, 20174.3124, 30253.3062, 39339.9396
11, sprinter, 4036.3056999999994, 7061.107800000001, 10094.0281, 14131.225999999999
11, finisher, 7061.107800000001, 11101.2326, 15138.051899999999, 19159.9218
11, frontrunner, 4036.3056999999994, 8070.993100000001, 13119.2636, 21180.0778
12, steady, 18155.9941, 34284.0794, 51445.013699999996, 69614.4146
12, sprinter, 3022.4046, 8070.993100000001, 11101.2326, 14131.225999999999
12, finisher, 9081.372899999998, 16146.9875, 22183.230799999998, 30253.3062
12, frontrunner, 3022.4046, 7061.107800000001, 12110.2029, 22183.230799999998
13, steady, 18155.9941, 33269.7088, 48418.2411, 67593.1999
13, sprinter, 5046.5315, 7061.107800000001, 10094.0281, 13119.2636
13, finisher, 9081.372899999998, 15138.051899999999, 20174.3124, 24199.9628
13, frontrunner, 5046.5315, 10094.0281, 15138.051899999999, 24199.9628
14, steady, 15138.051899999999, 29251.233, 42369.2199, 56499.0372
14, sprinter, 4036.3056999999994, 7061.107800000001, 11101.2326, 15138.051899999999
14, finisher, 8070.993100000001, 14131.225999999999, 20174.3124, 29251.233
14, frontrunner, 4036.3056999999994, 9081.372899999998, 16146.9875, 33269.7088
Thunder Dash, steady, 11101.2326, 21180.0778, 31258.2092, 41357.9188
Thunder Dash, sprinter, 10094.0281, 17148.9693, 24199.9628, 30253.3062
Thunder Dash, finisher, 5046.5315, 9081.372899999998, 12110.2029, 15138.051899999999
Thunder Dash, frontrunner, 3022.4046, 7061.107800000001, 12110.2029, 19159.9218
Steady Star, steady, 8070.993100000001, 14131.225999999999, 21180.0778, 27232.0415
Steady Star, sprinter, 9081.372899999998, 16146.9875, 22183.230799999998, 27232.0415
Steady Star, finisher, 6050.3853, 9081.372899999998, 12110.2029, 14131.225999999999
Steady Star, frontrunner, 4036.3056999999994, 8070.993100000001, 12110.2029, 17148.9693
Final Sprint, steady, 8070.993100000001, 15138.051899999999, 22183.230799999998, 29251.233
Final Sprint, sprinter, 9081.372899999998, 15138.051899999999, 21180.0778, 26220.9308
Final Sprint, finisher, 6050.3853, 10094.0281, 12110.2029, 15138.051899999999
Final Sprint, frontrunner, 3022.4046, 6050.3853, 11101.2326, 16146.9875
Early Bird, steady, 8070.993100000001, 15138.051899999999, 22183.230799999998, 29251.233
Early Bird, sprinter, 6050.3853, 11101.2326, 15138.051899999999, 19159.9218
Early Bird, finisher, 6050.3853, 11101.2326, 14131.225999999999, 17148.9693
Early Bird, frontrunner, 3022.4046, 6050.3853, 10094.0281, 16146.9875
Maximillion, steady, 13119.2636, 23191.2431, 33269.7088, 42369.2199
Maximillion, sprinter, 7061.107800000001, 13119.2636, 18155.9941, 23191.2431
Maximillion, finisher, 7061.107800000001, 11101.2326, 14131.225999999999, 17148.9693
Maximillion, frontrunner, 4036.3056999999994, 7061.107800000001, 12110.2029, 18155.9941
Oreo Milkshake, steady, 6050.3853, 11101.2326, 16146.9875, 21180.0778
Oreo Milkshake, sprinter, 7061.107800000001, 12110.2029, 17148.9693, 22183.230799999998
Oreo Milkshake, finisher, 8070.993100000001, 12110.2029, 16146.9875, 20174.3124
Oreo Milkshake, frontrunner, 3022.4046, 7061.107800000001, 11101.2326, 17148.9693
Neighvana, steady, 11101.2326, 20174.3124, 29251.233, 38326.733
Neighvana, sprinter, 7061.107800000001, 13119.2636, 18155.9941, 22183.230799999998
Neighvana, finisher, 6050.3853, 10094.0281, 13119.2636, 16146.9875
Neighvana, frontrunner, 3022.4046, 6050.3853, 10094.0281, 15138.051899999999
Spray Tan, steady, 13119.2636, 24199.9628, 35292.6887, 45385.2132
Spray Tan, sprinter, 6050.3853, 11101.2326, 15138.051899999999, 19159.9218
Spray Tan, finisher, 6050.3853, 10094.0281, 13119.2636, 16146.9875
Spray Tan, frontrunner, 3022.4046, 6050.3853, 10094.0281, 16146.9875
Chillhooves, steady, 11101.2326, 20174.3124, 29251.233, 37315.2105
Chillhooves, sprinter, 8070.993100000001, 14131.225999999999, 20174.3124, 25209.0436
Chillhooves, finisher, 6050.3853, 11101.2326, 14131.225999999999, 17148.9693
Chillhooves, frontrunner, 3022.4046, 6050.3853, 10094.0281, 16146.9875
Sad horse, steady, 10094.0281, 18155.9941, 27232.0415, 36299.8183
Sad horse, sprinter, 7061.107800000001, 13119.2636, 19159.9218, 24199.9628
Sad horse, finisher, 8070.993100000001, 12110.2029, 16146.9875, 20174.3124
Sad horse, frontrunner, 3022.4046, 6050.3853, 11101.2326, 18155.9941
10, steady, 9081.372899999998, 17148.9693, 25209.0436, 32260.099299999998
10, sprinter, 5046.5315, 8070.993100000001, 11101.2326, 15138.051899999999
10, finisher, 8070.993100000001, 14131.225999999999, 19159.9218, 24199.9628
10, frontrunner, 4036.3056999999994, 8070.993100000001, 14131.225999999999, 31258.2092
11, steady, 11101.2326, 21180.0778, 30253.3062, 40352.2226
11, sprinter, 9081.372899999998, 15138.051899999999, 21180.0778, 25209.0436
11, finisher, 8070.993100000001, 14131.225999999999, 20174.3124, 29251.233
11, frontrunner, 4036.3056999999994, 8070.993100000001, 15138.051899999999, 28243.1709
12, steady, 9081.372899999998, 18155.9941, 26220.9308, 34284.0794
12, sprinter, 5046.5315, 8070.993100000001, 11101.2326, 17148.9693
12, finisher, 10094.0281, 17148.9693, 23191.2431, 32260.099299999998
12, frontrunner, 4036.3056999999994, 8070.993100000001, 14131.225999999999, 24199.9628
13, steady, 10094.0281, 20174.3124, 28243.1709, 37315.2105
13, sprinter, 4036.3056999999994, 6050.3853, 9081.372899999998, 12110.2029
13, finisher, 9081.372899999998, 16146.9875, 23191.2431, 31258.2092
13, frontrunner, 4036.3056999999994, 8070.993100000001, 13119.2636, 23191.2431
14, steady, 12110.2029, 23191.2431, 33269.7088, 43371.2435
14, sprinter, 6050.3853, 10094.0281, 15138.051899999999, 17148.9693
14, finisher, 6050.3853, 10094.0281, 14131.225999999999, 17148.9693
14, frontrunner, 3022.4046, 6050.3853, 10094.0281, 15138.051899999999
Thunder Dash, steady, 9081.372899999998, 18155.9941, 26220.9308, 34284.0794
Thunder Dash, sprinter, 6050.3853, 10094.0281, 14131.225999999999, 18155.9941
Thunder Dash, finisher, 6050.3853, 9081.372899999998, 12110.2029, 15138.051899999999
Thunder Dash, frontrunner, 3022.4046, 6050.3853, 10094.0281, 16146.9875
Steady Star, steady, 7061.107800000001, 14131.225999999999, 20174.3124, 25209.0436
Steady Star, sprinter, 6050.3853, 11101.2326, 15138.051899999999, 19159.9218
Steady Star, finisher, 9081.372899999998, 14131.225999999999, 17148.9693, 19159.9218
Steady Star, frontrunner, 4036.3056999999994, 7061.107800000001, 11101.2326, 15138.051899999999
Final Sprint, steady, 9081.372899999998, 18155.9941, 25209.0436, 33269.7088
Final Sprint, sprinter, 7061.107800000001, 12110.2029, 16146.9875, 21180.0778
Final Sprint, finisher, 7061.107800000001, 11101.2326, 14131.225999999999, 17148.9693
Final Sprint, frontrunner, 3022.4046, 5046.5315, 8070.993100000001, 12110.2029
Early Bird, steady, 13119.2636, 24199.9628, 34284.0794, 45385.2132
Early Bird, sprinter, 6050.3853, 10094.0281, 14131.225999999999, 18155.9941
Early Bird, finisher, 10094.0281, 15138.051899999999, 19159.9218, 22183.230799999998
Early Bird, frontrunner, 3022.4046, 7061.107800000001, 11101.2326, 18155.9941
Maximillion, steady, 10094.0281, 18155.9941, 25209.0436, 33269.7088
Maximillion, sprinter, 6050.3853, 12110.2029, 17148.9693, 22183.230799999998
Maximillion, finisher, 7061.107800000001, 12110.2029, 15138.051899999999, 18155.9941
Maximillion, frontrunner, 4036.3056999999994, 8070.993100000001, 13119.2636, 19159.9218
Oreo Milkshake, steady, 6050.3853, 11101.2326, 16146.9875, 21180.0778
Oreo Milkshake, sprinter, 8070.993100000001, 14131.225999999999, 20174.3124, 25209.0436
Oreo Milkshake, finisher, 9081.372899999998, 14131.225999999999, 18155.9941, 22183.230799999998
Oreo Milkshake, frontrunner, 3022.4046, 7061.107800000001, 11101.2326, 17148.9693
Neighvana, steady, 6050.3853, 11101.2326, 16146.9875, 21180.0778
Neighvana, sprinter, 7061.107800000001, 12110.2029, 17148.9693, 22183.230799999998
Neighvana, finisher, 9081.372899999998, 15138.051899999999, 19159.9218, 22183.230799999998
Neighvana, frontrunner, 4036.3056999999994, 8070.993100000001, 12110.2029, 19159.9218
Spray Tan, steady, 11101.2326, 21180.0778, 30253.3062, 39339.9396
